"ID;""En matière d'Internet"," vous vous considérez comme un utilisateur…"";""Quel(s) type(s) de sites visitez-vous couramment ?"";""Considérez-vous que cette adresse soit votre adresse email principale ?"";""A quelle fréquence consultez-vous votre boîte email ?"";""D’une manière générale", combien d’emails publicitaires, newsletters, alerting, ou autres," recevez-vous à cette adresse ?"";""Quelle image avez-vous de projet-one ?"";""A quelle fréquence profitez-vous des offres via le site project-one ?"";""Vous diriez que vous ouvrez les communications email de projet-one :"";""Comment jugez-vous l’impact des communications email sur l’image que vous avez de Projet-one ?"";""Les communications email de Projet-one vous incitent-elles à aller sur le site :"";""Quelles sont les raisons principales qui vous ont incité à recevoir les communications email de Projet-one ?"";""De manière générale"," quel est votre niveau de satisfaction concernant les communications email de Projet-one ?"";""Que pensez-vous de la longueur des communications email de Porjet-one ?"";""Par rapport à aujourd’hui"," vous souhaiteriez recevoir des communications email de Projet-one…"";""Avez-vous rencontré récemment un ou plusieurs des obstacles suivants vis-à-vis des communications email de Projet-one ?"";""Pensez-vous continuer à consulter les communications email de Projet-one à l’avenir ?"";""Vous êtes ?"";""Vous vivez…"";""Vous habitez…"";""Quel âge avez-vous ?"";""Quelle est votre profession ?""",,
4356;Expert(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;Régulièrement;Assez important;C’est votre façon principale d’y aller;Suivre  l'actualité d'un forum, d'un blog,…;6;De la bonne longueur;Un peu moins fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple avec enfant(s);25-34;Profession libérale,,,
4363;Confirmé(e);Documents de référence (dictionnaire, archive…)|Informatique|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sciences;Oui, c’est ma seule adresse email;Moins souvent;Plusieurs par jour;Assez bonne;Moins souvent;De temps en temps;Peu important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;5;De la bonne longueur;Un peu moins fréquemment;Le manque de temps|Les liens sont trop lents|Certains liens ne fonctionnent pas|La mise en forme ne s’affiche pas correctement|Les images sont bloquées;Oui, sans doute;Femme;Province;En couple avec enfant(s);35-44;Employé,,,,
4364;Confirmé(e);Presse, Actualité|Santé, médicale|Sciences|Sport;Oui, c’est ma seule adresse email;Une fois par jour;Plusieurs par jour;Très bonne;Environ une fois par semaine;De temps en temps;Peu important;Moins souvent;Recevoir des actualités|Etre informé sur les produits/marques|Simplement par curiosité;8;De la bonne longueur;Beaucoup plus fréquemment;Le manque de temps|La mise en forme ne s’affiche pas correctement|Les images sont bloquées|L’email est classé automatiquement comme spam.;Oui, sûrement;Femme;Province;En couple avec enfant(s);45-54;Employé,,,,,,
4365;Confirmé(e);Site marchand (e-commerce)|Jeux, Loisirs|Réseaux sociaux;Oui, c’est ma seule adresse email;Plusieurs fois par semaine;Plusieurs par jour;Assez bonne;Jamais;Rarement;Ne sait pas;C’est votre façon principale d’y aller;Bénéficier d'offres promotionnelles|Suivre  l'actualité d'un forum, d'un blog,…|Recevoir des petites annonces;7;De la bonne longueur;A la même fréquence;Le manque de temps|Les liens sont trop lents;Oui, sûrement;Femme;Province;En couple avec enfant(s);25-34;Profession libérale,,,,,
4369;Débutant(e);Site marchand (e-commerce)|Presse, Actualité;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Au moins une fois par mois;Régulièrement;Peu important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles;7;Un peu trop longue;A la même fréquence;Le manque de temps|Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple sans enfant;55-64;Employé,,,,,,,
4371;Expert(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Non, c’est une adresse secondaire;Plusieurs fois par semaine;Plusieurs par jour;Assez bonne;Jamais;Systématiquement;Assez important;Aussi souvent;Recevoir des actualités|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;8;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Paris ou région parisienne;En couple sans enfant;35-44;Profession Intermédiaire, contremaître, agent de maîtrise,,,
4373;Initié(e);Site marchand (e-commerce)|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;Systématiquement;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Etre informé sur les produits/marques|Suivre  l'actualité d'un forum, d'un blog,…;9;Un peu trop longue;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Paris ou région parisienne;En couple sans enfant;25-34;Cadre, cadre supérieur,,,,
4377;Confirmé(e);Documents de référence (dictionnaire, archive…)|Informatique|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par semaine mais moins de 1 par jours;Très bonne;Moins souvent;De temps en temps;Assez important;Moins souvent;Suivre  l'actualité d'un forum, d'un blog,…|Recevoir des adresses près de chez moi, des idées de sorties|Recevoir des petites annonces;6;Un peu trop longue;Un peu plus fréquemment;Le manque de temps;Oui, sans doute;Femme;Province;En couple avec enfant(s);25-34;Sans activité professionnelle,
4378;Initié(e);Documents de référence (dictionnaire, archive…)|Jeux, Loisirs|Presse, Actualité|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Peu important;Plus souvent;Recevoir des actualités|Simplement par curiosité|Recevoir des adresses près de chez moi, des idées de sorties;6;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple sans enfant;>65;Retraité,,,
4379;Débutant(e);Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Très bonne;Plus d’une fois par semaine;Systématiquement;Assez important;Aussi souvent;Recevoir des actualités|Avoir accès aux conseils d’un expert;6;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple avec enfant(s);45-54;Sans activité professionnelle,,,,,
4382;Initié(e);Site marchand (e-commerce)|Informatique|Jeux, Loisirs|Presse, Actualité|Santé, médicale|Sciences|Sport;Oui, c’est ma seule adresse email;Une fois par jour;Environ 1 par semaine;Très bonne;Plus d’une fois par semaine;Systématiquement;Assez important;Moins souvent;Bénéficier d'offres promotionnelles|Recevoir des adresses près de chez moi, des idées de sorties|Recevoir des petites annonces;2;Beaucoup trop longue;A la même fréquence;Le manque de temps|Les liens sont trop lents|L’email est classé automatiquement comme spam.|Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Paris ou région parisienne;Chez vos parents;18-24;Etudiant,,,,
4389;Confirmé(e);Site marchand (e-commerce);Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Environ tous les deux ou trois mois;Systématiquement;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Suivre  l'actualité d'un forum, d'un blog,…;9;De la bonne longueur;A la même fréquence;Certains liens ne fonctionnent pas;Oui, sûrement;Femme;Province;En couple avec enfant(s);35-44;Employé,,,,,,
4393;Débutant(e);Je ne visite aucun site en particulier;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;Systématiquement;Peu important;Aussi souvent;Recevoir des actualités;3;Un peu trop longue;A la même fréquence;Les liens sont trop lents;Oui, sûrement;Femme;Province;En couple avec enfant(s);45-54;Employé,,,,,,,,
4394;Confirmé(e);Documents de référence (dictionnaire, archive…)|Presse, Actualité|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Pas important du tout;Aussi souvent;Simplement par curiosité;3;Un peu trop longue;Beaucoup moins fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;Seul(e) sans enfant;45-54;Sans activité professionnelle,,,,,,
4396;Initié(e);Documents de référence (dictionnaire, archive…)|Jeux, Loisirs|Presse, Actualité|Santé, médicale;Oui, c’est ma seule adresse email;Une fois par jour;Plusieurs par jour;Assez bonne;Au moins une fois par mois;Régulièrement;Assez important;Aussi souvent;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques|Suivre  l'actualité d'un forum, d'un blog,…;7;De la bonne longueur;A la même fréquence;Le manque de temps;Oui, sans doute;Femme;Province;En couple sans enfant;35-44;Employé,,
4397;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Santé, médicale|Sciences;Oui, mais j’ai d’autres adresses email;Plusieurs fois par semaine;Plusieurs par jour;Très bonne;Moins souvent;De temps en temps;Peu important;Moins souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Simplement par curiosité;5;De la bonne longueur;A la même fréquence;Certains liens ne fonctionnent pas;Oui, sûrement;Femme;Province;Seul(e) avec enfant(s);55-64;Cadre, cadre supérieur,,,
4398;Initié(e);Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Environ 1 par jour;Très bonne;Au moins une fois par mois;Systématiquement;Assez important;Aussi souvent;Recevoir des actualités|Suivre  l'actualité d'un forum, d'un blog,…|Simplement par curiosité;7;De la bonne longueur;A la même fréquence;Le manque de temps|Certains liens ne fonctionnent pas;Oui, sans doute;Femme;Province;Seul(e) sans enfant;55-64;Profession libérale,,,
4404;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sciences;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Moins souvent;Régulièrement;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Avoir accès aux conseils d’un expert;8;De la bonne longueur;A la même fréquence;Le manque de temps|Certains liens ne fonctionnent pas;Oui, sûrement;Femme;Province;En couple avec enfant(s);45-54;Employé,,,,,
4405;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Sport;Oui, c’est ma seule adresse email;Une fois par jour;Moins de 1 par semaine;Très bonne;Jamais;Systématiquement;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;8;De la bonne longueur;A la même fréquence;Autres;Oui, sûrement;Femme;Province;Chez vos parents;18-24;Etudiant,,,,,,,
4406;Débutant(e);Je ne visite aucun site en particulier;Oui, c’est ma seule adresse email;Moins souvent;Plusieurs par semaine mais moins de 1 par jours;Assez bonne;Moins souvent;De temps en temps;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Simplement par curiosité;5;De la bonne longueur;A la même fréquence;Le manque de temps;Non, sans doute pas;Femme;Province;En couple avec enfant(s);45-54;Employé,,,,,,,,
4407;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Environ 1 par jour;Très bonne;Jamais;Régulièrement;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Suivre  l'actualité d'un forum, d'un blog,…;7;Un peu trop courte;Un peu plus fréquemment;Le manque de temps;Oui, sûrement;Femme;Province;En couple avec enfant(s);25-34;Employé,,,,
4408;Initié(e);Documents de référence (dictionnaire, archive…)|Jeux, Loisirs|Presse, Actualité|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Assez important;Aussi souvent;Etre informé sur les produits/marques|Simplement par curiosité|Avoir accès aux conseils d’un expert;6;De la bonne longueur;Un peu moins fréquemment;Le manque de temps|Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;Seul(e) sans enfant;25-34;Employé,,,,
4410;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par semaine;Plusieurs par jour;Très bonne;Jamais;Régulièrement;Pas important du tout;C’est votre façon principale d’y aller;Recevoir des actualités|Etre informé sur les produits/marques;7;Un peu trop courte;A la même fréquence;Le manque de temps|Certains liens ne fonctionnent pas|Les images sont bloquées;Oui, sans doute;Femme;Province;En couple sans enfant;35-44;Employé,,,,,
4414;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Réseaux sociaux;Non, c’est une adresse secondaire;Une fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Ne sait pas;C’est votre façon principale d’y aller;Simplement par curiosité;5;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple avec enfant(s);25-34;Profession libérale,,,,,,,
4416;Expert(e);Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Environ 1 par jour;Très bonne;Jamais;Systématiquement;Assez important;Plus souvent;Recevoir des actualités|Suivre  l'actualité d'un forum, d'un blog,…;9;Un peu trop longue;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Homme;Province;En couple avec enfant(s);45-54;Profession Intermédiaire, contremaître, agent de maîtrise,,,
4418;Confirmé(e);Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Non, c’est une adresse secondaire;Une fois par semaine;Plusieurs par jour;Assez bonne;Jamais;Rarement;Peu important;Moins souvent;Etre informé sur les produits/marques|Simplement par curiosité|Avoir accès aux conseils d’un expert;3;Un peu trop longue;Beaucoup moins fréquemment;Le manque de temps;Oui, sans doute;Femme;Province;Chez vos parents;<18;Etudiant,,,,,,
4420;Initié(e);Site marchand (e-commerce)|Jeux, Loisirs;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Je ne connais pas;Jamais;Systématiquement;Ne sait pas;Aussi souvent;Bénéficier d'offres promotionnelles|Simplement par curiosité;5;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Homme;Paris ou région parisienne;Seul(e) sans enfant;25-34;Ouvrier,,,,,,,
4421;Initié(e);Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par semaine;Plusieurs par jour;Très bonne;Jamais;Régulièrement;Assez important;Aussi souvent;Etre informé sur les produits/marques|Suivre  l'actualité d'un forum, d'un blog,…|Avoir accès aux conseils d’un expert;5;Un peu trop longue;Un peu moins fréquemment;Les liens sont trop lents;Oui, sans doute;Femme;Paris ou région parisienne;Chez vos parents;18-24;Etudiant,,,,
4426;Confirmé(e);Documents de référence (dictionnaire, archive…)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;De temps en temps;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;7;Un peu trop longue;A la même fréquence;Les liens sont trop lents|La mise en forme ne s’affiche pas correctement;Oui, sûrement;Femme;Paris ou région parisienne;En couple sans enfant;25-34;Employé,,,,,
4432;Confirmé(e);Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Assez important;Plus souvent;Recevoir des actualités|Simplement par curiosité;7;De la bonne longueur;A la même fréquence;Le manque de temps;Oui, sans doute;Femme;Province;En couple avec enfant(s);25-34;Employé,,,,,,
4436;Débutant(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Santé, médicale|Sciences|Sport;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;Régulièrement;Peu important;Plus souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Simplement par curiosité;5;De la bonne longueur;A la même fréquence;Certains liens ne fonctionnent pas|La mise en forme ne s’affiche pas correctement|Les images sont bloquées;Oui, sûrement;Femme;Province;En couple sans enfant;55-64;Employé,,,,,
